"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Terminalia calamansanai","Present",1,"1 - 9.9cm","211","Plot No. 001","Philippines","CI Philippines","Restoration","Restoration","3x3",34,57,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Pometia pinnata","Present",1,"1 - 9.9cm","211","Plot No. 001","Philippines","CI Philippines","Restoration","Restoration","3x3",35,57,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Canarium asperum","Present",2,"1 - 9.9cm","211","Plot No. 001","Philippines","CI Philippines","Restoration","Restoration","3x3",36,57,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Alangium javanicum","Present",3,"1 - 9.9cm","211","Plot No. 001","Philippines","CI Philippines","Restoration","Restoration","3x3",37,57,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Ficus nota","Present",2,"1 - 9.9cm","211","Plot No. 001","Philippines","CI Philippines","Restoration","Restoration","3x3",38,57,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Buchanania arborescens (Blume)","Present",1,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",39,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Terminalia calamansanai","Present",2,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",40,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Garcinia forbesii","Present",1,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",41,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Syzygium costulatum","Present",1,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",42,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Litsea glutinosa","Present",1,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",43,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Guioa pleuropteris","Present",1,"1 - 9.9cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","3x3",44,58,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Coffea arabica","Present",3,"1 - 9.9cm","878","878-1","Mexico","Café Capitan","Restoration","Restoration","3x3",45,64,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Esta plantado a una distancia de 2*2","Y0"
"Café","Present",4,"1 - 9.9cm","878","878-2","Mexico","Café Capitan","Restoration","Restoration","3x3",46,65,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x4","Y0"
"Eriobptrya Japonica","Present",1,"1 - 9.9cm","878","878-3","Mexico","Café Capitan","Restoration","Restoration","3x3",47,66,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x4","Y0"
"Coffea arabica","Present",3,"1 - 9.9cm","878","878-3","Mexico","Café Capitan","Restoration","Restoration","3x3",48,66,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x4","Y0"
"Terminalia calamansanai","Present",2,"1 - 9.9cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","3x3",49,67,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Vitex Sp.","Present",1,"1 - 9.9cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","3x3",50,67,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Alangium javanicum","Present",2,"1 - 9.9cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","3x3",51,67,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Brosimum alicastrum","Present",1,"1 - 9.9cm","295","295-1","Mexico","FONCET","Restoration","Restoration","3x3",52,68,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Persea caerulea","Present",1,"1 - 9.9cm","295","295_2","Mexico","FONCET","Restoration","Restoration","3x3",53,69,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Brosimum alicastrum","Present",2,"1 - 9.9cm","295","295_2","Mexico","FONCET","Restoration","Restoration","3x3",54,69,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Malpighia glabra","Present",1,"1 - 9.9cm","295","295_2","Mexico","FONCET","Restoration","Restoration","3x3",55,69,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Quercus rugosa nee","Present",2,"1 - 9.9cm","295","295-3","Mexico","FONCET","Restoration","Restoration","3x3",56,70,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugosa nee","Present",3,"1 - 9.9cm","295","295-4","Mexico","FONCET","Restoration","Restoration","3x3",57,71,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",1,"1 - 9.9cm","295","295-5","Mexico","FONCET","Restoration","Restoration","3x3",58,72,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",1,"1 - 9.9cm","295","295-5","Mexico","FONCET","Restoration","Restoration","3x3",59,72,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Conostegia xalapensis","Present",1,"1 - 9.9cm","295","295-20","Mexico","FONCET","Restoration","Restoration","3x3",60,73,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Guazuma ulmifolia","Present",1,"1 - 9.9cm","295","295-22","Mexico","FONCET","Restoration","Restoration","3x3",61,74,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Platymisciun dimhorphan donn.sm.","Present",3,"1 - 9.9cm","295","295-22","Mexico","FONCET","Restoration","Restoration","3x3",62,74,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera simaruba","Present",3,"1 - 9.9cm","295","295-26","Mexico","FONCET","Restoration","Restoration","3x3",63,75,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cedrela odorata","Present",2,"1 - 9.9cm","295","295-26","Mexico","FONCET","Restoration","Restoration","3x3",64,75,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugosa nee","Present",2,"1 - 9.9cm","295","295-8","Mexico","FONCET","Restoration","Restoration","3x3",65,76,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",1,"1 - 9.9cm","295","295-6","Mexico","FONCET","Restoration","Restoration","3x3",66,77,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",1,"1 - 9.9cm","295","295-6","Mexico","FONCET","Restoration","Restoration","3x3",67,77,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugosa nee","Present",2,"1 - 9.9cm","295","295-7","Mexico","FONCET","Restoration","Restoration","3x3",68,78,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugoza nee","Present",1,"1 - 9.9cm","295","295-9","Mexico","FONCET","Restoration","Restoration","3x3",69,79,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Pinus oocarpa schil de var","Present",1,"1 - 9.9cm","295","295-10","Mexico","FONCET","Restoration","Restoration","3x3",70,80,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",2,"1 - 9.9cm","295","295-18","Mexico","FONCET","Restoration","Restoration","3x3",71,81,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera simaruba","Present",1,"1 - 9.9cm","295","295-25","Mexico","FONCET","Restoration","Restoration","3x3",72,82,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cochlospermum vitifolium","Present",1,"1 - 9.9cm","295","295-25","Mexico","FONCET","Restoration","Restoration","3x3",73,82,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cedrela odorata","Present",1,"1 - 9.9cm","295","295-25","Mexico","FONCET","Restoration","Restoration","3x3",74,82,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Alicia niopides","Present",1,"1 - 9.9cm","295","295-11","Mexico","FONCET","Restoration","Restoration","3x3",75,83,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Malpighia glabra","Present",1,"1 - 9.9cm","295","295-11","Mexico","FONCET","Restoration","Restoration","3x3",76,83,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Brysonima crassifolia","Present",1,"1 - 9.9cm","295","295-12","Mexico","FONCET","Restoration","Restoration","3x3",77,84,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Cojoba arborea","Present",1,"1 - 9.9cm","295","295-13","Mexico","FONCET","Restoration","Restoration","3x3",78,85,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Acacia caven","Present",1,"1 - 9.9cm","295","295-15","Mexico","FONCET","Restoration","Restoration","3x3",79,87,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Bursera simaruba","Present",1,"1 - 9.9cm","295","295-19","Mexico","FONCET","Restoration","Restoration","3x3",80,90,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Malpighia glabra","Present",3,"1 - 9.9cm","295","295-19","Mexico","FONCET","Restoration","Restoration","3x3",81,90,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Quercus rugosa","Present",1,"1 - 9.9cm","295","295-21","Mexico","FONCET","Restoration","Restoration","3x3",82,91,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Coffea arabica","Present",1,"1 - 9.9cm","901","901-1","Mexico","Café Capitan","Restoration","Restoration","3x3",83,94,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",1,"1 - 9.9cm","901","901-2","Mexico","Café Capitan","Restoration","Restoration","3x3",84,95,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",3,"1 - 9.9cm","901","901-3","Mexico","Café Capitan","Restoration","Restoration","3x3",85,96,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",1,"1 - 9.9cm","901","901-4","Mexico","Café Capitan","Restoration","Restoration","3x3",86,97,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",1,"1 - 9.9cm","349","349-1","Mexico","Café Capitan","Restoration","Restoration","3x3",87,98,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
NA,"don_t_know",NA,"1 - 9.9cm","349","349-2","Mexico","Café Capitan","Restoration","Restoration","3x3",88,99,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Inga verá","Present",1,"1 - 9.9cm","349","349-3","Mexico","Café Capitan","Restoration","Restoration","3x3",89,100,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",1,"1 - 9.9cm","350","350-1","Mexico","Café Capitan","Restoration","Restoration","3x3",90,101,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Caffea arabica","Present",1,"1 - 9.9cm","350","350-2","Mexico","Café Capitan","Restoration","Restoration","3x3",91,102,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3x3","Y0"
"Ipê amarelo mirim","planted",1,"<10cm planted","40","Parcela 1","Brazil","GANB","Restoration","Restoration","3x3",92,104,"main","Nested_3x3_within_30x30_2","Permanent","0","1","3x2","Y0"
"Fedegoso","planted",1,"<10cm planted","40","Parcela 1","Brazil","GANB","Restoration","Restoration","3x3",93,104,"main","Nested_3x3_within_30x30_2","Permanent","0","1","3x2","Y0"
"Nuxia capitata","Present",1,"1 - 9.9cm","1889","S0146CP01","Madagascar","CI Madagascar","Restoration","Control","3x3",94,132,"main","Nested_3x3_within_30x30_2",NA,"0","1",NA,"Y0"
"Cafe","Present",1,"1 - 9.9cm","1281","1281-2","Mexico","Café Capitan","Restoration","Restoration","3x3",95,158,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3*2","Y0"
"Avicenna Marina","Present",3,"1 - 9.9cm","2094","R3","UAE","Emirate Nature - WWF","Restoration","Restoration","3x3",96,165,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Zig zag 100 cm apart and 200 cm from the existing mangroves","Y0"
"Pinus oocarpa","Present",1,"1 - 9.9cm","296","296-10","Mexico","FONCET","Restoration","Restoration","3x3",97,166,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 metros por 3 metros","Y0"
"Quercus rugosa nee","Present",3,"1 - 9.9cm","296","296-10","Mexico","FONCET","Restoration","Restoration","3x3",98,166,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 metros por 3 metros","Y0"
"Heamatoxylum campechianum","Present",1,"1 - 9.9cm","296","296-10","Mexico","FONCET","Restoration","Restoration","3x3",99,166,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 metros por 3 metros","Y0"
"Pinus oocarpa","Present",1,"1 - 9.9cm","296","296-6","Mexico","FONCET","Restoration","Restoration","3x3",100,167,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 por 3 metros","Y0"
"Quercus rugosa nee","Present",2,"1 - 9.9cm","296","296-6","Mexico","FONCET","Restoration","Restoration","3x3",101,167,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 por 3 metros","Y0"
"Pinus oocarpa","Present",2,"1 - 9.9cm","296","296-7","Mexico","FONCET","Restoration","Restoration","3x3",102,168,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 por 3 metros","Y0"
"Quercus rugosa nee","Present",1,"1 - 9.9cm","296","296-8","Mexico","FONCET","Restoration","Restoration","3x3",103,169,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 metros por 3","Y0"
"Quercus rugosa nee","Present",3,"1 - 9.9cm","296","296-9","Mexico","FONCET","Restoration","Restoration","3x3",104,170,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 3 metros por 3 metros","Y0"
"Avicenna Marina","Present",0,"1 - 9.9cm","1915","C1","UAE","Emirate Nature - WWF","Control","Control","3x3",105,171,"main","Nested_3x3_within_30x30_2",NA,"0","0",NA,"Y0"
"Avicenna Marina","Present",9,"1 - 9.9cm","2094","R2","UAE","Emirate Nature - WWF","Restoration","Restoration","3x3",106,172,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Zig zag 100 cm apart and200 cm from the existing mangroves","Y0"
"Pinus ocarpa","Present",2,"1 - 9.9cm","296","296-2","Mexico","FONCET","Restoration","Restoration","3x3",107,173,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 metros por 3 metros","Y0"
"Pinus oocarpa","Present",3,"1 - 9.9cm","296","296-3","Mexico","FONCET","Restoration","Restoration","3x3",108,174,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Tres  metros  por tres metros","Y0"
"Pinus oocarpa","Present",1,"1 - 9.9cm","296","296-1","Mexico","FONCET","Restoration","Restoration","3x3",109,175,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Tres metros por tres metros","Y0"
"Quercus rugosa nee","Present",1,"1 - 9.9cm","296","296-1","Mexico","FONCET","Restoration","Restoration","3x3",110,175,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Tres metros por tres metros","Y0"
"Quercus rugosa nee","Present",2,"1 - 9.9cm","296","296-4","Mexico","FONCET","Restoration","Restoration","3x3",111,176,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Tres metros  por tres metros","Y0"
"Diphysa  americana","Present",1,"1 - 9.9cm","296","296-4","Mexico","FONCET","Restoration","Restoration","3x3",112,176,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Tres metros  por tres metros","Y0"
"Pinus ocarpa","Present",2,"1 - 9.9cm","296","296-5","Mexico","FONCET","Restoration","Restoration","3x3",113,177,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 metros por 3 metros","Y0"
"Quercus rugosa","Present",1,"1 - 9.9cm","296","296-5","Mexico","FONCET","Restoration","Restoration","3x3",114,177,"main","Nested_3x3_within_30x30_2","Permanent","0","0","3 metros por 3 metros","Y0"
"Avicenna Marina","Present",11,"1 - 9.9cm","1915","R1","UAE","Emirate Nature - WWF","Restoration","Restoration","3x3",115,179,"main","Nested_3x3_within_30x30_2","Permanent","0","0","Zig zag 100 cm apart and200 cm from the existing mangroves","Y0"
"Malpigia glabra","Present",1,"1 - 9.9cm","1407","1407-1","Mexico","FONCET","Restoration","Restoration","3x3",116,189,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 2 metros por 1.50 metros","Y0"
"Inga spuria","Present",1,"1 - 9.9cm","1407","1407-1","Mexico","FONCET","Restoration","Restoration","3x3",117,189,"main","Nested_3x3_within_30x30_2","Permanent","0","0","De 2 metros por 1.50 metros","Y0"
"Heamatoxylum campechianum","Present",1,"1 - 9.9cm","1313","1313-1","Mexico","FONCET","Restoration","Restoration","3x3",118,190,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.5 metros x 2.0 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1313","1313-2","Mexico","FONCET","Restoration","Restoration","3x3",119,191,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.5 metros x 2.0 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1313","1313-3","Mexico","FONCET","Restoration","Restoration","3x3",120,192,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.5 metro x 2.0 metros","Y0"
"Astronium graveolens","Present",1,"1 - 9.9cm","1313","1313-4","Mexico","FONCET","Restoration","Restoration","3x3",121,193,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.50 metros x 2.0 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1314","1314-2","Mexico","FONCET","Restoration","Restoration","3x3",122,195,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.5 metros por 2 metros","Y0"
"Trichilia trifolia","Present",1,"1 - 9.9cm","1387","1387-1","Mexico","FONCET","Restoration","Restoration","3x3",123,196,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.50 x 2.0 metros","Y0"
"Lonchocarpus rugosus","Present",1,"1 - 9.9cm","1387","1387-2","Mexico","FONCET","Restoration","Restoration","3x3",124,197,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.50 por metro por 2 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1396","1396-1","Mexico","FONCET","Restoration","Restoration","3x3",125,199,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.50 metro x 2.0 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1396","1396-2","Mexico","FONCET","Restoration","Restoration","3x3",126,200,"main","Nested_3x3_within_30x30_2","Permanent","0","0","1.50 metros x 2.0 metros","Y0"
"Inga edulis","Present",1,"1 - 9.9cm","1402","1402-5","Mexico","FONCET","Restoration","Restoration","3x3",127,201,"main","Nested_3x3_within_30x30_2","Permanent","0","0","2 metros por 1.5 metros","Y0"
"Chrysophyllum cainito","Present",1,"1 - 9.9cm","1408","1408-2","Mexico","FONCET","Restoration","Restoration","3x3",128,204,"main","Nested_3x3_within_30x30_2","Permanent","0","0","2 metros por 2 metros","Y0"
