"main_data.PlantingPattern","Tree_type","Species","size_class","Tree_per_sq_30m","main_data.Enter_a_date","main_data.Country","main_data.Site_ID","main_data.Timeframe","main_data.Plot_ID","main_data.Plot_Type","main_data.Plot_Permanence","main_data.Resampling1","main_data.Resampling2","main_data.X_id","est_pl_dens"
"1.5 metros por 2 metros","Present","Crisophyllum cainito",">10cm",1,"2023-05-09","Mexico","1314","Y0","1314-1","Restoration","Permanent",0,0,238178715,300
"1.5 metros x 2.0 metros","Present","Heamatoxylum campechianum","1-9.9cm",100,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Inga edulis","1-9.9cm",100,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Chicharo",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Ficus aurea",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Ulmus",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Astronium graveolens",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Lonchocarpus rugosus",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Cedrela odorata",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Cafe","<1cm",900,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Brosimum alicastrum",">10cm",2,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Coffea araabica","<1cm",900,"2023-05-09","Mexico","1313","Y0","1313-2","Restoration","Permanent",0,0,238177258,300
"1.5 metros x 2.0 metros","Present","Dalbergia calderoni",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.5 metros x 2.0 metros","Present","Astronium graveolens",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-1","Restoration","Permanent",0,0,238176696,300
"1.50 metro x 2.0 metros","Present","Spondia mombin",">10cm",1,"2023-05-09","Mexico","1396","Y0","1396-1","Restoration","Permanent",0,0,238179857,300
"1.50 metro x 2.0 metros","Present","Cedrela odorata",">10cm",1,"2023-05-09","Mexico","1396","Y0","1396-1","Restoration","Permanent",0,0,238179857,300
"1.50 metro x 2.0 metros","Present","Inga edulis","1-9.9cm",100,"2023-05-09","Mexico","1396","Y0","1396-1","Restoration","Permanent",0,0,238179857,300
"1.50 metro x 2.0 metros","Present","Crescentia alata",">10cm",4,"2023-05-09","Mexico","1396","Y0","1396-1","Restoration","Permanent",0,0,238179857,300
"1.50 metro x 2.0 metros","Present","Sideroxy capiri",">10cm",1,"2023-05-09","Mexico","1396","Y0","1396-1","Restoration","Permanent",0,0,238179857,300
"1.50 metros  por 2 metros","Present","Spondia mombin",">10cm",1,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros  por 2 metros","Present","Annona macroprophyllata",">10cm",2,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros  por 2 metros","Present","Cedrela odorata",">10cm",4,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros  por 2 metros","Present","Persea caerulea",">10cm",1,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros  por 2 metros","Present","Enterolobium ciclocarpum",">10cm",2,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros  por 2 metros","Present","Trichilia trifolia",">10cm",2,"2023-05-09","Mexico","1394","Y0","1394-1","Restoration","Permanent",0,0,238179537,300
"1.50 metros por 1.80 metros","Present","Ficus petiolaris",">10cm",2,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Eribotrya japonica",">10cm",1,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Inga spuria","1-9.9cm",100,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Chiranthodendron pentadactylon","1-9.9cm",100,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Inga edulis",">10cm",1,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Hematoxylum campechianum","1-9.9cm",300,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Inga spuria",">10cm",3,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Hematoxylum campechianum","<1cm",900,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros por 1.80 metros","Present","Coccoloba acapulcensis",">10cm",1,"2023-05-03","Mexico","1408","Y0","1408-1","Restoration","Permanent",0,0,238483484,333.333333333333
"1.50 metros x 2.0 metros","Present","Inga edulis","1-9.9cm",100,"2023-05-09","Mexico","1396","Y0","1396-2","Restoration","Permanent",0,0,238180301,300
"1.50 metros x 2.0 metros","Present","Ulmus mexicana",">10cm",1,"2023-05-09","Mexico","1396","Y0","1396-2","Restoration","Permanent",0,0,238180301,300
"1.50 metros x 2.0 metros","Present","Brosimum alicastrum",">10cm",1,"2023-05-09","Mexico","1396","Y0","1396-2","Restoration","Permanent",0,0,238180301,300
"1.50 metros x 2.0 metros","Present","Coffea arabica","<1cm",900,"2023-05-09","Mexico","1396","Y0","1396-2","Restoration","Permanent",0,0,238180301,300
"1.50 metros x 2.0 metros","Present","Calycophyllum candidissimun",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 metros x 2.0 metros","Present","Astronium graveolens","1-9.9cm",100,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 metros x 2.0 metros","Present","Crisophyllum cainitu",">10cm",2,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 metros x 2.0 metros","Present","Astronium graveolens",">10cm",1,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 metros x 2.0 metros","Present","Dalbergia calderonii",">10cm",3,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 metros x 2.0 metros","Present","Inga jinicuil",">10cm",2,"2023-05-09","Mexico","1313","Y0","1313-4","Restoration","Permanent",0,0,238178314,300
"1.50 por metro por 2 metros","Present","Astronium graveolens",">10cm",4,"2023-05-09","Mexico","1387","Y0","1387-2","Restoration","Permanent",0,0,238179310,300
"1.50 por metro por 2 metros","Present","Spondia mombin",">10cm",1,"2023-05-09","Mexico","1387","Y0","1387-2","Restoration","Permanent",0,0,238179310,300
"1.50 por metro por 2 metros","Present","Brosimum alicastrum",">10cm",1,"2023-05-09","Mexico","1387","Y0","1387-2","Restoration","Permanent",0,0,238179310,300
"1.50 por metro por 2 metros","Present","Lonchocarpus rugosus","1-9.9cm",100,"2023-05-09","Mexico","1387","Y0","1387-2","Restoration","Permanent",0,0,238179310,300
"1.50 x 2.0 metros","Present","Tabebuia rosea",">10cm",1,"2023-05-09","Mexico","1387","Y0","1387-1","Restoration","Permanent",0,0,238178981,300
"1.50 x 2.0 metros","Present","Trichilia trifolia","1-9.9cm",100,"2023-05-09","Mexico","1387","Y0","1387-1","Restoration","Permanent",0,0,238178981,300
"1.50 x 2.0 metros","Present","Astronium graveolens",">10cm",4,"2023-05-09","Mexico","1387","Y0","1387-1","Restoration","Permanent",0,0,238178981,300
"1.50 x 2.0 metros","Present","Brosimum alicastrum",">10cm",3,"2023-05-09","Mexico","1387","Y0","1387-1","Restoration","Permanent",0,0,238178981,300
"1.50 x 2.0 metros","Present","Dalbergia calderonii",">10cm",1,"2023-05-09","Mexico","1387","Y0","1387-1","Restoration","Permanent",0,0,238178981,300
"1.5x1.5m","planted","Azadirachta indica",">10cm",1,"2023-03-16","India","Rr","Y0","T5","Restoration","Randomized",0,0,225494696,400
"1.5x1.5m","planted","Acacia auriculiformis",">10cm",2,"2023-03-16","India","Rr","Y0","T5","Restoration","Randomized",0,0,225494696,400
"1.5x1.5m","planted","Tectona grandis","1-9.9cm",200,"2023-03-16","India","Rr","Y0","T5","Restoration","Permanent",0,0,225428768,400
"1.5x1.5m","planted","Tectona grandis","1-9.9cm",300,"2023-03-16","India","Rr","Y0","T5","Restoration","Randomized",0,0,225494696,400
"1.5x1.5m","Present","Azadirachta indica",">10cm",2,"2023-03-16","India","Rr","Y0","T5","Restoration","Permanent",0,0,225428768,400
"2 m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-18","Malawi","180","Y0","M 13
","Restoration","Randomized",0,0,239312421,225
"2 metros por 1.5 metros","Present","Inga edulis",">10cm",3,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 1.5 metros","Present","Inga spuria",">10cm",3,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 1.5 metros","Present","Quercus candicans",">10cm",10,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 1.5 metros","Present","Dalbergia calderonii",">10cm",1,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 1.5 metros","Present","Inga edulis","1-9.9cm",100,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 1.5 metros","Present","Astronium  graveolens",">10cm",1,"2023-05-04","Mexico","1402","Y0","1402-5","Restoration","Permanent",0,0,238180775,300
"2 metros por 2 metros","Present","Inga spuria",">10cm",8,"2023-05-03","Mexico","1408","Y0","1408-2","Restoration","Permanent",0,0,238182323,225
"2 metros por 2 metros","Present","Chrysophyllum cainito","1-9.9cm",100,"2023-05-03","Mexico","1408","Y0","1408-2","Restoration","Permanent",0,0,238182323,225
"2 metros por 2 metros","Present","Inga edulis",">10cm",5,"2023-05-03","Mexico","1408","Y0","1408-2","Restoration","Permanent",0,0,238182323,225
"2.5 m  por 2.5 m","Present","Cecropia peltata",">10cm",2.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Cedrela odorata L.",">10cm",0.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Dracaena fragrans",">10cm",0.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Mameyito",">10cm",1.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Persea caerulea",">10cm",1.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Crescentia alata",">10cm",1.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Taxus baccata",">10cm",0.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Gliricidia sepium",">10cm",0.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Inga spuria",">10cm",1,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2.5 m  por 2.5 m","Present","Juglans  regia",">10cm",0.5,"2022-11-18",NA,"550","Y0","550-2","Restoration","Permanent",1,0,224763824,144
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-17","Malawi","180","Y0","P9","Restoration","Permanent",2,0,238937037,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-17","Malawi","180","Y0","M6","Restoration","Permanent",0,2,238937881,225
"2m by 2m","naturally_regenerating","Masuku","1-9.9cm",100,"2023-05-24","Malawi","180","Y0","M43","Restoration","Permanent",1,2,240773642,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-24","Malawi","180","Y0","P31","Restoration","Permanent",0,1,241264660,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",0.333333333333333,"2023-05-24","Malawi","180","Y0","M43","Restoration","Permanent",1,2,240773642,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",50,"2023-05-24","Malawi","180","Y0","M41","Restoration","Randomized",1,1,240804875,225
"2m by 2m","naturally_regenerating","Masuku",">10cm",0.333333333333333,"2023-05-24","Malawi","180","Y0","M43","Restoration","Permanent",1,2,240773642,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-18","Malawi","180","Y0","M20","Restoration","Randomized",2,2,240077924,225
"2m by 2m","naturally_regenerating","Fig","1-9.9cm",100,"2023-05-17","Malawi","180","Y0","M6","Restoration","Permanent",0,2,238937881,225
"2m by 2m","naturally_regenerating","Uappaka kirkiana","1-9.9cm",50,"2023-05-23","Malawi","180","Y0","M37","Restoration","Randomized",2,1,240804825,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",5,"2023-05-15","Malawi","180","Y0","P10","Restoration","Permanent",0,0,238948848,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",2.33333333333333,"2023-05-18","Malawi","180","Y0","M20","Restoration","Randomized",2,2,240077924,225
"2m by 2m","planted","Faidherbia albida","<1cm",20700,"2023-05-19","Malawi","180","Y0","M23","Restoration","Randomized",0,0,240255193,225
"2m by 2m","naturally_regenerating","Muwula","1-9.9cm",50,"2023-05-24","Malawi","180","Y0","M39","Restoration","Randomized",1,1,240773444,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-18","Malawi","180","Y0","M12","Restoration","Randomized",0,0,239312183,225
"2m by 2m","naturally_regenerating","mkukhu","1-9.9cm",100,"2023-05-15","Malawi","180","Y0","P12","Restoration","Permanent",2,0,238949187,225
"2m by 2m","naturally_regenerating","Maviru","1-9.9cm",100,"2023-05-15","Malawi","180","Y0","P9","Restoration","Permanent",2,0,238948400,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-17","Malawi","180","Y0","M5","Restoration","Permanent",2,0,238936980,225
"2m by 2m","naturally_regenerating","Uapaka kirkiana","1-9.9cm",100,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","planted","Matowo","1-9.9cm",800,"2023-05-23","Malawi","180","Y0","M34","Restoration","Randomized",2,1,240804743,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",200,"2023-05-19","Malawi","180","Y0","P19","Restoration","Randomized",0,2,240078466,225
"2m by 2m","planted","Mtondo","<1cm",13500,"2023-05-19","Malawi","180","Y0","M23","Restoration","Randomized",0,0,240255193,225
"2m by 2m","naturally_regenerating","Msolo","1-9.9cm",100,"2023-05-23","Malawi","180","Y0","M36","Restoration","Permanent",1,2,241264576,225
"2m by 2m","naturally_regenerating","Acacia polyacatha",">10cm",1,"2023-05-19","Malawi","180","Y0","M23","Restoration","Randomized",0,0,240255193,225
"2m by 2m","naturally_regenerating","Uapaka kirkiana","1-9.9cm",50,"2023-05-24","Malawi","180","Y0","M42","Restoration","Randomized",1,1,240804931,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-25","Malawi","180","Y0","P28","Restoration","Permanent",1,NA,241265116,225
"2m by 2m","naturally_regenerating","Mlama","1-9.9cm",100,"2023-05-18","Malawi","180","Y0","M14","Restoration","Randomized",2,0,240077499,225
"2m by 2m","planted","Alfzelia quenzesis","<1cm",13500,"2023-05-19","Malawi","180","Y0","M23","Restoration","Randomized",0,0,240255193,225
"2m by 2m","planted","Bauhinia","1-9.9cm",3200,"2023-05-23","Malawi","180","Y0","M36","Restoration","Randomized",2,NA,240804796,225
"2m by 2m","naturally_regenerating","Chiombo",">10cm",0.333333333333333,"2023-05-23","Malawi","180","Y0","M37","Restoration","Randomized",2,1,240804825,225
"2m by 2m","naturally_regenerating","Brachystigia",">10cm",1,"2023-05-24","Malawi","180","Y0","P34","Restoration","Permanent",1,1,241264807,225
"2m by 2m","naturally_regenerating","Fig","<1cm",900,"2023-05-17","Malawi","180","Y0","M 4","Restoration","Permanent",2,0,238936903,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",1.33333333333333,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","planted","Maviro","1-9.9cm",900,"2023-05-23","Malawi","180","Y0","M34","Restoration","Randomized",2,1,240804743,225
"2m by 2m","naturally_regenerating","Chiombo",">10cm",0.333333333333333,"2023-05-19","Malawi","180","Y0","P17","Restoration","Randomized",2,2,239532086,225
"2m by 2m","naturally_regenerating","Fig","1-9.9cm",100,"2023-05-19","Malawi","180","Y0","M23","Restoration","Randomized",0,0,240255193,225
"2m by 2m","planted","Msangu","1-9.9cm",8500,"2023-05-23","Malawi","180","Y0","M36","Restoration","Randomized",2,NA,240804796,225
"2m by 2m","planted","Msambafumu","1-9.9cm",2800,"2023-05-23","Malawi","180","Y0","M36","Restoration","Randomized",2,NA,240804796,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-14","Malawi","180","Y0","P2","Restoration","Permanent",2,0,238947483,225
"2m by 2m","naturally_regenerating","Mtanthanyelere","1-9.9cm",100,"2023-05-15","Malawi","180","Y0","P11","Restoration","Permanent",2,0,238948959,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",400,"2023-05-15","Malawi","180","Y0","P11","Restoration","Permanent",2,0,238948959,225
"2m by 2m","naturally_regenerating","Faidherbia albida","1-9.9cm",100,"2023-05-18","Malawi","180","Y0","M14","Restoration","Randomized",2,0,240077499,225
"2m by 2m","naturally_regenerating","Msuku","1-9.9cm",1500,"2023-05-18","Malawi","180","Y0","M16","Restoration","Randomized",2,2,239312875,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",200,"2023-05-14","Malawi","180","Y0","P3","Restoration","Permanent",2,0,238947739,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",300,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","naturally_regenerating","Matowo","1-9.9cm",100,"2023-05-25","Malawi","180","Y0","P28","Restoration","Permanent",1,NA,241265116,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-24","Malawi","P35","Y0","180
","Restoration","Randomized",1,1,241264863,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",500,"2023-05-15","Malawi","180","Y0","P10","Restoration","Permanent",0,0,238948848,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",200,"2023-05-24","Malawi","180","Y0","M40","Restoration","Randomized",1,2,240773494,225
"2m by 2m","naturally_regenerating","Masuku","1-9.9cm",500,"2023-05-24","Malawi","180","Y0","M40","Restoration","Randomized",1,2,240773494,225
"2m by 2m","naturally_regenerating","Mbawa","1-9.9cm",3700,"2023-05-14","Malawi","180","Y0","P4","Restoration","Permanent",2,0,238947936,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-19","Malawi","180","Y0","P14","Restoration","Randomized",2,1,240078070,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",400,"2023-05-18","Malawi","180","Y0","M14","Restoration","Randomized",2,0,240077499,225
"2m by 2m","naturally_regenerating","Fig",">10cm",0.333333333333333,"2023-05-18","Malawi","180","Y0","M20","Restoration","Randomized",2,2,240077924,225
"2m by 2m","naturally_regenerating","Uapaka kirkiana",">10cm",0.333333333333333,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",400,"2023-05-18","Malawi","180","Y0","M19","Restoration","Randomized",0,2,240077815,225
"2m by 2m","planted","Mwavi",">10cm",8,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","planted","Mphakasa",">10cm",10.3333333333333,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","planted","Msangu",">10cm",7.66666666666667,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","naturally_regenerating","Katope","1-9.9cm",100,"2023-05-24","Malawi","180","Y0","M39","Restoration","Randomized",1,1,240773444,225
"2m by 2m","naturally_regenerating","Msolo",">10cm",0.333333333333333,"2023-05-18","Malawi","180","Y0","M16","Restoration","Randomized",2,2,239312875,225
"2m by 2m","naturally_regenerating","Chisoyo","1-9.9cm",200,"2023-05-15","Malawi","180","Y0","P9","Restoration","Permanent",2,0,238948400,225
"2m by 2m","naturally_regenerating","Fig","1-9.9cm",200,"2023-05-17","Malawi","180","Y0","M 4","Restoration","Permanent",2,0,238936903,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",0.5,"2023-05-24","Malawi","180","Y0","P39","Restoration","Randomized",1,1,241264946,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",50,"2023-05-24","Malawi","180","Y0","P32","Restoration","Randomized",1,1,241264737,225
"2m by 2m","naturally_regenerating","Faidherbia albida","1-9.9cm",3700,"2023-05-14","Malawi","180","Y0","P4","Restoration","Permanent",2,0,238947936,225
"2m by 2m","naturally_regenerating","Mkalakati","1-9.9cm",50,"2023-05-24","Malawi","180","Y0","P38","Restoration","Randomized",1,1,240773906,225
"2m by 2m","planted","Mlonde",">10cm",4,"2023-05-18","Malawi","180","Y0","M17","Restoration","Randomized",2,2,240077645,225
"2m by 2m","planted","Faidherbia albida","1-9.9cm",1150,"2023-05-23","Malawi","180","Y0","M34","Restoration","Randomized",2,1,240804743,225
"2m by 2m","naturally_regenerating","Mkalakati","1-9.9cm",100,"2023-05-24","Malawi","180","Y0","P32","Restoration","Randomized",1,1,241264737,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",150,"2023-05-24","Malawi","180","Y0","P39","Restoration","Randomized",1,1,241264946,225
"2m by 2m","naturally_regenerating","Msambafumu","1-9.9cm",700,"2023-05-23","Malawi","180","Y0","M34","Restoration","Randomized",2,1,240804743,225
"2m by 2m","naturally_regenerating","bauhinia","1-9.9cm",100,"2023-05-15","Malawi","180","Y0","P9","Restoration","Permanent",2,0,238948400,225
"2m by 2m","naturally_regenerating","Uapaka kirkiana",">10cm",5,"2023-05-18","Malawi","180","Y0","M16","Restoration","Randomized",2,2,239312875,225
"2m by 2m","naturally_regenerating","Bauhinia",">10cm",0.333333333333333,"2023-05-23","Malawi","180","Y0","M32","Restoration","Permanent",2,2,240773127,225
"2m by 2m","naturally_regenerating","Chiwombo",">10cm",4,"2023-05-18","Malawi","180","Y0","M16","Restoration","Randomized",2,2,239312875,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-24","Malawi","180","Y0","P34","Restoration","Permanent",1,1,241264807,225
"2m by 2m","naturally_regenerating","Bauhinia","1-9.9cm",100,"2023-05-19","Malawi","180","Y0","P17","Restoration","Randomized",2,2,239532086,225
"2m by 2m","naturally_regenerating","Chitimbe","1-9.9cm",1800,"2023-05-14","Malawi","180","Y0","P4","Restoration","Permanent",2,0,238947936,225
"2m by 2m
","naturally_regenerating","Bauhinia","1-9.9cm",400,"2023-05-18","Malawi","180","Y0","M15","Restoration","Randomized",2,0,239312587,225
