"","main_data.Enter_a_date","main_data.Country","main_data.Organization_Name","main_data.Site_ID","main_data.Timeframe","main_data.OtherTime","main_data.SiteType","main_data.Start_Time","main_data.End_Time","main_data.Plot_ID","main_data.Plot_Type","main_data.SiteSize","main_data.ControlSize","main_data.Plot_Permanence","main_data.Strata_Number","main_data.Resampling1","main_data.TreesPresent","main_data.PlantingPattern","main_data.Coordinate_System_Used","main_data.Northeast_Corner_of_30m_x_30m_Plot","main_data.NE_Photo","main_data.NE_Photo_Small_Site","main_data.Southeast_Corner_of_30m_x_30m_Plot","main_data.SE_Photo","main_data.SE_Photo_SmallSites","main_data.Southwest_Corner_of_30m_x_30m_Plot","main_data.SW_Photo","main_data.SW_Photo_SmallSites","main_data.Northwest_Corner_of_30m_x_30m_Plot","main_data.NW_Photo","main_data.NW_Photo_SmallSites","main_data.Centroid_of_3m_x_3m_Subplot2","main_data.Centroid_of_3m_x_3m_Subplot1","main_data.Centroid_of_3m_x_3m_Subplot","main_data.Photos","main_data.Photos4","main_data.Northeast_Corner_of_10m_x_10m_Plot","main_data.Southeast_Corner_of_10m_x_10m_Plot","main_data.Southwest_Corner_of_10m_x_10m_Plot","main_data.Northwest_Corner_of_10m_x_10m_Plot","main_data.Notes5","main_data.Notes11","main_data.Description_of_subpl_ithin_30m_x_30m_plot1","main_data.Additional_Photos_Optional1","main_data.Notes21","main_data.Resampling2","main_data.LittleTreesPresent","main_data.Notes17","main_data.Description_of_subpl_ithin_30m_x_30m_plot2","main_data.Additional_Photos_Optional3","main_data.Notes14","main_data.TinyTrees","main_data.File","main_data.X_index","main_data.X_id","main_data.uuid","main_data.X__version__","main_data.instanceID","main_data.X_xform_id_string","main_data.X_uuid","main_data.X_status","main_data.X_submission_time","main_data.X_submitted_by","main_data.Corner_Photo_Taken_From1_001","main_data.Photo_of_AB_Sightline2","main_data.Photo_of_AC_Sightline2","main_data.Photo_of_AD_Sightline2","main_data.Photo_of_AB_Sightline1","main_data.Photo_of_AC_Sightline1","main_data.Photo_of_AD_Sightline1","main_data.Corner_Photo_Taken_From1","main_data.rootUuid","main_data.deprecatedID"
"11",2022-10-03,NA,"Reforest ’action","Chantilly-523-29","Y0",NA,"Restoration","15:11:00.000+02:00","15:20:00.000+02:00","29","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same as 28","Lambert","49.139677 2.406256 103.4217529296875 8.427000045776367",NA,NA,"49.140022 2.406396 125.8631591796875 8.838000297546387",NA,NA,"49.13993 2.406626 99.04302978515625 10.276000022888184",NA,NA,"49.13962 2.406354 86.1783447265625 15.190999984741211",NA,NA,"49.139741 2.406498 108.812744140625 13.326000213623047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,11,189532405,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:e82ae4f9-f7dc-4aa7-8f3a-c01f6ae4c121","axhiGJQ8JzwkTYcgDTroJu","e82ae4f9-f7dc-4aa7-8f3a-c01f6ae4c121","submitted_via_web",2022-10-03 13:27:59,NA,"northwest","16648029551141011666734842248524-15_16_9.jpg","16648029768048831672668479849515-15_16_33.jpg","16648029994328001965382164563350-15_16_48.jpg",NA,NA,NA,NA,NA,NA
"12",2022-10-03,NA,"REFOREST’ACTION","Chantilly-523-34","Y0",NA,"Restoration","16:27:00.000+02:00","16:34:00.000+02:00","34","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same as 28","Lambert","49.140423 2.405546 58.288027991126924 18.723216878694508",NA,NA,"49.140143 2.405696 58.2732899794355 11.968692318614453",NA,NA,"49.140168 2.4059 58.757119274554995 18.730368203218323",NA,NA,"49.140221 2.405287 58.820902180857956 90.45389097739219",NA,NA,"49.140295 2.405989 59.27846481464803 48.72102770683233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"image-16_33_32.jpg",NA,NA,NA,12,189551226,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:40f3aa62-e609-42e1-8658-99c140c42af2","axhiGJQ8JzwkTYcgDTroJu","40f3aa62-e609-42e1-8658-99c140c42af2","submitted_via_web",2022-10-03 14:34:19,NA,"southwest","image-16_30_55.jpg","image-16_31_14.jpg","image-16_31_38.jpg",NA,NA,NA,NA,NA,NA
"13",2022-10-03,NA,"REFOREST’ACTION","Chantilly-523-35","Y0",NA,"Control","16:39:00.000+02:00","16:45:00.000+02:00","35","Control",NA,"Yes",NA,NA,NA,NA,NA,"Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.141499 2.406214 58.19673893135041 69.78978903953102",NA,NA,NA,"49.141272 2.4063 58.13839364144951 65.66784956404872","49.141412 2.40598 62.17692184448242 45.14037168301977","49.141568 2.406526 58.69298560731113 15.132301434838205","49.141447 2.40642 58.019119962215385 29.482388361079437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,189563709,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:a924a5b1-22e5-4e24-9909-f3b4cbd30609","axhiGJQ8JzwkTYcgDTroJu","a924a5b1-22e5-4e24-9909-f3b4cbd30609","submitted_via_web",2022-10-03 15:34:05,NA,NA,NA,NA,NA,"image-16_42_17.jpg","image-16_42_28.jpg","image-16_42_48.jpg","southeast",NA,NA
"14",2022-10-03,NA,"Reforest ’action","Chantilly-523-30","Y0",NA,"Restoration","15:25:00.000+02:00","15:34:00.000+02:00","30","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Samedi as 28","Lambert","49.138616 2.406486 102.26995849609375 10.621000289916992",NA,NA,"49.138666 2.406511 106.505126953125 8.342000007629395",NA,NA,"49.138943 2.406279 78.38720703125 11.557999610900879",NA,NA,"49.138754 2.406298 86.18560791015625 7.7829999923706055",NA,NA,"49.13865 2.406309 89.7916259765625 11.048999786376953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"16648040127404967510127614641557-15_33_48.jpg",NA,NA,NA,14,189663249,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:aa4cf948-96a1-429c-9af3-e7ea8b2a6f02","axhiGJQ8JzwkTYcgDTroJu","aa4cf948-96a1-429c-9af3-e7ea8b2a6f02","submitted_via_web",2022-10-04 06:04:58,NA,"southwest","16648035379645430137286968127121-15_25_54.jpg","1664803565569408963486355404226-15_26_21.jpg","16648035868578318027089034276469-15_26_43.jpg",NA,NA,NA,NA,NA,NA
"15",2022-10-03,NA,"Reforest ’action","Chantilly-523-31","Y0",NA,"Restoration","15:37:00.000+02:00","03:45:00.000+02:00","31","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same as 28","Lambert","49.138831 2.405133 92.7576904296875 14.373000144958496",NA,NA,"49.139103 2.405814 91.36602783203125 15.675000190734863",NA,NA,"49.139074 2.405821 98.0294189453125 9.562999725341797",NA,NA,"49.138868 2.405598 84.70855712890625 10.109000205993652",NA,NA,"49.139159 2.405593 100.643798828125 14.300000190734863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,15,189663315,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:8172f516-384f-43d6-83bb-2b8c704d2365","axhiGJQ8JzwkTYcgDTroJu","8172f516-384f-43d6-83bb-2b8c704d2365","submitted_via_web",2022-10-04 06:05:23,NA,"northwest","16648045305933463369456879705124-15_42_21.jpg","16648045501862148494576601948658-15_42_42.jpg","16648045662445393506073918246790-15_42_56.jpg",NA,NA,NA,NA,NA,NA
"16",2022-10-03,NA,"Reforest","Chantilly-523-32","Y0",NA,"Restoration","15:49:00.000+02:00","15:57:00.000+02:00","32","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same as 28","Lambert","49.139403 2.40569 89.14727783203125 8.107000350952148",NA,NA,"49.139755 2.405696 128.37115478515625 10.961000442504883",NA,NA,"49.139718 2.406055 102.16845703125 10.95199966430664",NA,NA,"49.139555 2.40593 74.51031494140625 13.123000144958496",NA,NA,"49.139566 2.405564 97.9168701171875 7.4629998207092285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,16,189663334,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:65f9835c-bc82-48d2-af50-84617a7b415c","axhiGJQ8JzwkTYcgDTroJu","65f9835c-bc82-48d2-af50-84617a7b415c","submitted_via_web",2022-10-04 06:05:40,NA,"northeast","16648051825732675692857660731096-15_53_13.jpg","16648051989975633059680753171004-15_53_31.jpg","16648052169955042904177957669102-15_53_47.jpg",NA,NA,NA,NA,NA,NA
"17",2022-10-03,NA,"Reforest","Chantilly-523-33","Y0",NA,"Restoration","16:00:00.000+02:00","16:13:00.000+02:00","33","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same as 28","Lambert","49.139387 2.404402 99.6634521484375 7.0320000648498535",NA,NA,"49.13965 2.404554 71.501953125 10.086999893188477",NA,NA,"49.139591 2.404863 77.85260009765625 7.004000186920166",NA,NA,"49.139292 2.404631 99.9693603515625 7.8429999351501465",NA,NA,"49.139103 2.404403 40.038818359375 20.569000244140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,189663359,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:096179d7-2c0f-4fc3-86c0-819b368d417c","axhiGJQ8JzwkTYcgDTroJu","096179d7-2c0f-4fc3-86c0-819b368d417c","submitted_via_web",2022-10-04 06:05:56,NA,"southeast","16648057206048526411059442253246-16_2_13.jpg","16648057440976304658792469028489-16_2_35.jpg","16648057619484925205140719521578-16_2_52.jpg",NA,NA,NA,NA,NA,NA
"18",2022-10-03,NA,"Reforest","Chantilly-523-34","Y0",NA,"Restoration","16:11:00.000+02:00","16:17:00.000+02:00","34","Restoration","Yes",NA,"Permanent",NA,"0",NA,"Same que 28","Lambert","49.139213 2.403948 108.1143798828125 7.28000020980835",NA,NA,"49.139321 2.403978 96.19891357421875 10.08899974822998",NA,NA,"49.139649 2.404277 108.37921142578125 15.411999702453613",NA,NA,"49.139178 2.403941 97.35791015625 11.045000076293945",NA,NA,"49.139218 2.404238 114.63653564453125 9.720999717712402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,18,189663391,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:89393119-d6a4-455b-ba5b-aef5d277e90b","axhiGJQ8JzwkTYcgDTroJu","89393119-d6a4-455b-ba5b-aef5d277e90b","submitted_via_web",2022-10-04 06:06:13,NA,"southwest","1664806447885707990832399900264-16_14_23.jpg","16648064698861300560548096341255-16_14_40.jpg","16648064858918201399095088672657-16_14_59.jpg",NA,NA,NA,NA,NA,NA
"19",2022-10-04,NA,"Reforest","Chantilly-51-1","Y0",NA,"Restoration","13:12:00.000+02:00","13:21:00.000+02:00","1","Restoration","Yes",NA,"Permanent",NA,"0",NA,"2m entre plantes x 5M entre lignes","Lambert","49.209078 2.499167 58.74943670437811 9.24688682344749",NA,NA,"49.209009 2.498888 59.177997749263966 38.44627403642841",NA,NA,"49.209 2.49918 58.82905855763407 28.964423095784696",NA,NA,"49.208899 2.499331 59.6026854403317 41.08680284458613",NA,NA,"49.209003 2.499176 58.79280815180391 57.18800589979909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Have no big trees in this plot","0",NA,NA,NA,"image-13_20_58.jpg",NA,NA,NA,19,189725199,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:8974cb59-294e-45c1-a450-30907bbf99e9","axhiGJQ8JzwkTYcgDTroJu","8974cb59-294e-45c1-a450-30907bbf99e9","submitted_via_web",2022-10-04 11:22:02,NA,"northwest","image-13_16_52.jpg","image-13_17_4.jpg","image-13_17_19.jpg",NA,NA,NA,NA,NA,NA
"20",2022-10-04,NA,"Reforest","Chantilly-255-16","Y0",NA,"Restoration","09:46:00.000+02:00","09:57:00.000+02:00","16","Restoration","Yes",NA,"Permanent",NA,"0",NA,"2m entre plantes x 5m entre lignes","Lambert","49.158466 2.54097 101.17095947265625 8.560999870300293",NA,NA,"49.158659 2.54093 96.477783203125 10.579000473022461",NA,NA,"49.158553 2.541051 80.9000015258789 4.638000011444092",NA,NA,"49.15846 2.541195 80.9000015258789 5.879000186920166",NA,NA,"49.158648 2.541068 99.57000732421875 10.461999893188477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"16648702103282713159540018104506-9_56_58.jpg",NA,NA,NA,20,190955924,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:49885a6f-c00f-4619-9731-5fad142158bc","axhiGJQ8JzwkTYcgDTroJu","49885a6f-c00f-4619-9731-5fad142158bc","submitted_via_web",2022-10-10 07:17:24,NA,"northwest","16648697342786840663184419084814-9_49_3.jpg","1664869748276295425569454516936-9_49_17.jpg","16648697662607880995348382543962-9_49_34.jpg",NA,NA,NA,NA,NA,NA
