"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"S0119MP16","1862","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree planting","Y0",2023-07-04,"0","2",NA,"12:57:00.000+03:00","13:20:00.000+03:00","Yes",NA,NA,"2m.2m","WGS84","1688466230811.jpg","1688466288532.jpg","1688466335885.jpg","1688466510148.jpg",NA,NA,NA,NA,NA,838,253445391,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:3542bc61-021f-48bc-853b-250d81af26aa","axhiGJQ8JzwkTYcgDTroJu","3542bc61-021f-48bc-853b-250d81af26aa","submitted_via_web",2023-07-17 12:56:07,"ihillman",NA,NA,NA,NA,NA,"ea1a530d-b39a-4c42-982c-5cef95dc8837","uuid:ea1a530d-b39a-4c42-982c-5cef95dc8837",NA,"No",NA,NA,NA,"Il n'y a pas d'arbres dans le parcelle",NA,NA,NA,"No",NA,NA,NA,NA
"S0111MP1","1854","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-04,"2","2",NA,"12:09:00.000+03:00","13:09:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688461900989.jpg","1688462123552.jpg","1688462285957.jpg","1688462438132.jpg",NA,NA,NA,NA,NA,850,253446311,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:5fc28fb0-47d7-4be9-a9f3-fd3de36a64c7","axhiGJQ8JzwkTYcgDTroJu","5fc28fb0-47d7-4be9-a9f3-fd3de36a64c7","submitted_via_web",2023-07-17 12:59:30,"ihillman",NA,NA,NA,NA,NA,"eedbf89d-f2b8-4bc7-a9ee-43aa8ea24f97","uuid:eedbf89d-f2b8-4bc7-a9ee-43aa8ea24f97",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans le placette, il n'existe pas d'arbres ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0112MP1","1855","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-05,"2","2",NA,"09:22:00.000+03:00","10:28:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688540010823.jpg","1688540800490.jpg","1688540654272.jpg","1688540938866.jpg",NA,NA,NA,NA,NA,865,253447753,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:1803155a-ffd8-4b9d-b933-8da0e2281307","axhiGJQ8JzwkTYcgDTroJu","1803155a-ffd8-4b9d-b933-8da0e2281307","submitted_via_web",2023-07-17 13:05:32,"ihillman",NA,NA,NA,NA,NA,"4728e4b2-c7fb-4204-bead-b22f8bed3a12","uuid:4728e4b2-c7fb-4204-bead-b22f8bed3a12",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans cette placette, aucune arbre a un DPH de 1 à 9,9 cm.",NA,NA,NA
"S0106MP1","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-06,"2","2",NA,"09:34:00.000+03:00","10:19:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688625379143.jpg","1688625568478.jpg","1688626524559.jpg","1688626659155.jpg",NA,NA,NA,NA,NA,875,253448761,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:6a6e9f3c-9b6c-4e50-9cbd-5415d3c8b0ab","axhiGJQ8JzwkTYcgDTroJu","6a6e9f3c-9b6c-4e50-9cbd-5415d3c8b0ab","submitted_via_web",2023-07-17 13:08:45,"ihillman",NA,NA,NA,NA,NA,"4983bc16-63bd-4f61-b01e-e49e6bfaa16e","uuid:4983bc16-63bd-4f61-b01e-e49e6bfaa16e",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Il n'existe pas d'arbre ayant de DHP de 1 à 9,9 cm dans cette placette.",NA,NA,NA
"S0106MP3","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree planting","Y0",2023-07-06,"0","2",NA,"11:40:00.000+03:00","12:39:00.000+03:00","Yes",NA,NA,"2 m sur 2 m","WGS84","1688632934053.jpg","1688632986713.jpg","1688633657139.jpg","1688633207468.jpg",NA,NA,NA,NA,NA,881,253449471,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:3c35ede3-dfb8-4aea-99f9-97d7f48c1756","axhiGJQ8JzwkTYcgDTroJu","3c35ede3-dfb8-4aea-99f9-97d7f48c1756","submitted_via_web",2023-07-17 13:10:57,"ihillman",NA,NA,NA,NA,NA,"44e5bc2f-1639-4d65-8e72-8e1407c33a07","uuid:44e5bc2f-1639-4d65-8e72-8e1407c33a07",NA,"No",NA,NA,NA,"Dans cette placette, on a trouvé de l'Eucaluptus robusta avec un DBH > 10 cm.",NA,NA,NA,"No","Dans cette placette, on n'a pas trouvé d'arbre ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0106MP5","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-06,"2","2",NA,"13:40:00.000+03:00","13:56:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688639702066.jpg","1688639829980.jpg","1688640305007.jpg","1688640706277.jpg",NA,NA,NA,NA,NA,889,253450041,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:1ff6581f-03be-4be1-b6fc-b43297d46d05","axhiGJQ8JzwkTYcgDTroJu","1ff6581f-03be-4be1-b6fc-b43297d46d05","submitted_via_web",2023-07-17 13:12:33,"ihillman",NA,NA,NA,NA,NA,"f7b567f3-fba5-4381-8c95-4f0e85dd6b70","uuid:f7b567f3-fba5-4381-8c95-4f0e85dd6b70",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans la placette, il y a aucun arbre ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0106MP6","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-06,"2","2",NA,"14:01:00.000+03:00","14:58:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688641438480.jpg","1688641547600.jpg","1688641889401.jpg","1688642021510.jpg",NA,NA,NA,NA,NA,892,253450203,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:c7af43c7-2713-4b5e-9541-5b87a4eabd11","axhiGJQ8JzwkTYcgDTroJu","c7af43c7-2713-4b5e-9541-5b87a4eabd11","submitted_via_web",2023-07-17 13:13:10,"ihillman",NA,NA,NA,NA,NA,"cb9b00af-0774-49d9-b7e0-bcdd23be03a3","uuid:cb9b00af-0774-49d9-b7e0-bcdd23be03a3",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans cette placette, on a trouvé d'arbre ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0097MP09","1840","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Agroforestry","Y0",2023-07-06,"2","2",NA,"11:05:00.000+03:00","11:46:00.000+03:00","Yes",NA,"Yes","Trees were planted with a 6m by 3m spacing","WGS84","1688545789628.jpg","1688545666123.jpg","1688546001115.jpg","1688545930625.jpg",NA,NA,NA,NA,NA,896,253450442,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:d171329f-533b-4184-9670-612b56981341","axhiGJQ8JzwkTYcgDTroJu","d171329f-533b-4184-9670-612b56981341","submitted_via_web",2023-07-17 13:13:57,"ihillman",NA,NA,NA,NA,NA,"7ce6668b-3e33-41d6-aba6-a813133fea27","uuid:e69f2ee7-f4e4-4afb-9145-0003dd6056d6",NA,"Yes",NA,NA,NA,"There are no trees with DBH >10 cm",NA,NA,NA,"No","There are no trees with DBH 1-9.9 cm",NA,NA,NA
"S0106MP9","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-07,"2","2",NA,"09:37:00.000+03:00","10:46:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1688716474566.jpg","1688716763233.jpg","1688717202311.jpg","1688717117095.jpg",NA,NA,NA,NA,NA,904,253450869,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:7182b852-68ef-4fac-a472-5df8ed07859d","axhiGJQ8JzwkTYcgDTroJu","7182b852-68ef-4fac-a472-5df8ed07859d","submitted_via_web",2023-07-17 13:15:53,"ihillman",NA,NA,NA,NA,NA,"18556d13-0ce0-426c-a2a3-f2e2ed23a779","uuid:18556d13-0ce0-426c-a2a3-f2e2ed23a779",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans cette placette, on a trouvé aucun arbre ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0135MP03","1878","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree planting","Y0",2023-07-11,"2","2",NA,"13:21:00.000+03:00","14:17:00.000+03:00","Yes",NA,"Yes","Trees were planted with a 2m by 2m spacing","WGS84","1689073069379.jpg","1689072768156.jpg","1689072546322.jpg","1689072455767.jpg",NA,NA,NA,NA,NA,906,253450932,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:ffe9850f-c810-452d-a79c-954dc23e5c88","axhiGJQ8JzwkTYcgDTroJu","ffe9850f-c810-452d-a79c-954dc23e5c88","submitted_via_web",2023-07-17 13:16:17,"ihillman",NA,NA,NA,NA,NA,"9af791c6-d3d7-405c-bc02-93196e0da990","uuid:9af791c6-d3d7-405c-bc02-93196e0da990",NA,"Yes",NA,NA,NA,"There are no trees with DBH >10cm",NA,NA,NA,"No","There are no trees with DBH of 1-9.9 cm",NA,NA,NA
"S0135MP06","1878","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree planting","Y0",2023-07-11,"2","2",NA,"16:04:00.000+03:00","17:01:00.000+03:00","Yes",NA,"Yes","Trees were planted with a 2m by 2m spacing","WGS84","1689081279996.jpg","1689081412131.jpg","1689080704452.jpg","1689081000569.jpg",NA,NA,NA,NA,NA,913,253451190,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:f895be9c-3e7e-42b7-96cc-88af21b7dff2","axhiGJQ8JzwkTYcgDTroJu","f895be9c-3e7e-42b7-96cc-88af21b7dff2","submitted_via_web",2023-07-17 13:17:32,"ihillman",NA,NA,NA,NA,NA,"47486742-0e49-40aa-9828-33ce8bd04ba9","uuid:47486742-0e49-40aa-9828-33ce8bd04ba9",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"No","There are no trees with DBH of 1-9.9 cm",NA,NA,NA
"S0106MP10","1849","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Agroforesterie","Y0",2023-07-07,"0","2",NA,"11:55:00.000+03:00","12:59:00.000+03:00","Yes",NA,NA,"7 m sur 7 m","WGS84","1688720268022.jpg","1688720500800.jpg","1688720924958.jpg","1688721180114.jpg",NA,NA,NA,NA,NA,915,253451290,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:c3afcaba-6521-447f-b441-3f5faa0d1ad0","axhiGJQ8JzwkTYcgDTroJu","c3afcaba-6521-447f-b441-3f5faa0d1ad0","submitted_via_web",2023-07-17 13:17:49,"ihillman",NA,NA,NA,NA,NA,"2e9042e7-bda3-4d7c-92a7-ceeb3b915d2f","uuid:2e9042e7-bda3-4d7c-92a7-ceeb3b915d2f",NA,"No",NA,NA,NA,"Dans cette placette, on a trouvé un arbre avec un DBH > 10cm.",NA,NA,NA,"No","Dans cette placette, on a trouvé aucun arbre ayant un DHP de 1 à 9,9cm.",NA,NA,NA
"S0108MP6","1851","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree planting","Y0",2023-07-02,"0","2",NA,"08:25:00.000+03:00","09:46:00.000+03:00","Yes",NA,NA,"2m.2m","WSG84","1688275875751.jpg","1688303532315.jpg","1688276265705.jpg","1688276379471.jpg",NA,NA,NA,NA,NA,941,253453274,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:61b4d2d1-232a-44a5-839c-1ae6b1843598","axhiGJQ8JzwkTYcgDTroJu","61b4d2d1-232a-44a5-839c-1ae6b1843598","submitted_via_web",2023-07-17 13:23:02,"ihillman",NA,NA,NA,NA,NA,"b71d4a3c-1d93-4f13-81ef-4a4ff801b83b","uuid:b71d4a3c-1d93-4f13-81ef-4a4ff801b83b",NA,"Yes",NA,NA,NA,"Il n'y a pas d'arbres plus de 10cm de diamètre  dans le site S0108MP6",NA,NA,NA,"No",NA,NA,NA,NA
"S0155MP2","1898","Restoration","Restoration","Madagascar","Taotsara","Permanent","30x30","Tree Planting","Y0",2023-07-11,"2","2",NA,"15:02:00.000+03:00","15:42:00.000+03:00","Yes",NA,"No","2 m sur 2 m","WGS84","1689075302125.jpg","1689075708908.jpg","1689075904023.jpg","1689076034316.jpg",NA,NA,NA,NA,NA,1000,253457248,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:beebf962-3f66-4fbb-b4d1-f151f1d3c857","axhiGJQ8JzwkTYcgDTroJu","beebf962-3f66-4fbb-b4d1-f151f1d3c857","submitted_via_web",2023-07-17 13:33:58,"ihillman",NA,NA,NA,NA,NA,"81b17c95-23ce-44b0-bd2d-a54573203680","uuid:81b17c95-23ce-44b0-bd2d-a54573203680",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","Dans cette placette, on a trouvé aucune arbre ayant un DHP de 1 à 9,9 cm.",NA,NA,NA
"S0052MP7","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-01,"2","2",NA,"11:45:00.000+03:00","13:45:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688202069320.jpg","1688202270365.jpg","1688202356653.jpg","1688202872136.jpg",NA,NA,NA,NA,NA,1226,253912255,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:4119aebb-b96a-43f7-ba67-f8bad70bf2fa","axhiGJQ8JzwkTYcgDTroJu","4119aebb-b96a-43f7-ba67-f8bad70bf2fa","submitted_via_web",2023-07-19 04:37:54,"ihillman",NA,NA,NA,NA,NA,"4f6b3f30-7af2-42ae-b458-d0729f3ba369","uuid:4f6b3f30-7af2-42ae-b458-d0729f3ba369",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree DHP de 1 à 9,9 cm",NA,NA,NA
"S0052MP6","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Autochtone","Y0",2023-07-01,"2","2",NA,"11:27:00.000+03:00","11:58:00.000+03:00","Yes",NA,"No","2m* 2m","WGS 84","1688290338774.jpg","1688287222162.jpg","1688289556956.jpg","1688201076914.jpg",NA,NA,NA,NA,NA,1234,253912707,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:0a511ef5-d01e-414d-bbab-2598de0e6adf","axhiGJQ8JzwkTYcgDTroJu","0a511ef5-d01e-414d-bbab-2598de0e6adf","submitted_via_web",2023-07-19 04:43:08,"ihillman",NA,NA,NA,NA,NA,"e9764392-20f5-4b2f-bed7-06bc070fcd42","uuid:e9764392-20f5-4b2f-bed7-06bc070fcd42",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No","No tree 1cm<DBH<10cm","1688201285424.jpg",NA,NA
"S0052MP10","1795","Restoration","Restoration","Madagascar","FAFIALA","Permanent","30x30","Tree planting","Y0",2023-07-01,"2","2",NA,"12:33:00.000+03:00","13:06:00.000+03:00","Yes",NA,"No","2m*2m","WGS84","1688278568214.jpg","1688280292962.jpg","1688279794536.jpg","1688279346957.jpg",NA,NA,NA,NA,NA,1235,253912998,"5fd2c309dc8446ada30a1db9fd875804","vSfgDLpbpvvAcontMvHWZt","uuid:fa584ad9-4dec-4702-b8dc-94cccc06e2fb","axhiGJQ8JzwkTYcgDTroJu","fa584ad9-4dec-4702-b8dc-94cccc06e2fb","submitted_via_web",2023-07-19 04:45:08,"ihillman",NA,NA,NA,NA,NA,"dbf70f89-7922-41d2-90b0-53593d824fee","uuid:dbf70f89-7922-41d2-90b0-53593d824fee",NA,"No",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA
