"Plot_ID","Site_ID","SiteType","Plot_Type","Country","Organization_Name","Plot_Permanence","Monitoring_Plot_Size","Strata_Number","Timeframe","Date","Resample_Main_Plot","Resample_3x3_Subplot","OtherTime","Start_Time","End_Time","SiteSize","ControlSize","TreesPresent","PlantingPattern","Coordinate_System_Used","NE_Photo","SE_Photo","SW_Photo","NW_Photo","Photos","NE_Photo_Small_Site","SE_Photo_SmallSites","SW_Photo_SmallSites","NW_Photo_SmallSites","main_index","_id","uuid","__version__","instanceID","_xform_id_string","_uuid","_status","_submission_time","_submitted_by","Photo_of_AB_Sightline2","Photo_of_AC_Sightline2","Photo_of_AD_Sightline2","Description_of_subpl_ithin_30m_x_30m_plot2","Additional_Photos_Optional3","rootUuid","deprecatedID","Notes17","TinyTrees","Photo_of_AB_Sightline1","Photo_of_AC_Sightline1","Photo_of_AD_Sightline1","Notes21","Notes5","Notes11","Description_of_subpl_ithin_30m_x_30m_plot1","LittleTreesPresent","Notes14","Photos4","Additional_Photos_Optional1","File"
"29","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"15:11:00.000+02:00","15:20:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,189532405,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:2aed3cce-734b-42c1-9dbf-c7d995b36b6c","axhiGJQ8JzwkTYcgDTroJu","2aed3cce-734b-42c1-9dbf-c7d995b36b6c","submitted_via_web",2022-10-03 13:27:59,NA,"16648029551141011666734842248524-15_16_9.jpg","16648029768048831672668479849515-15_16_33.jpg","16648029994328001965382164563350-15_16_48.jpg",NA,NA,"e82ae4f9-f7dc-4aa7-8f3a-c01f6ae4c121","uuid:e82ae4f9-f7dc-4aa7-8f3a-c01f6ae4c121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"16:27:00.000+02:00","16:34:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,189551226,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:6220cc99-c277-422e-bb43-d09388f85ed1","axhiGJQ8JzwkTYcgDTroJu","6220cc99-c277-422e-bb43-d09388f85ed1","submitted_via_web",2022-10-03 14:34:19,NA,"image-16_30_55.jpg","image-16_31_14.jpg","image-16_31_38.jpg",NA,"image-16_33_32.jpg","40f3aa62-e609-42e1-8658-99c140c42af2","uuid:40f3aa62-e609-42e1-8658-99c140c42af2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","329","Control","Control","France","Reforest Action",NA,"10x10",NA,"Y0",2022-10-03,"0","0",NA,"16:39:00.000+02:00","16:45:00.000+02:00",NA,"Yes",NA,NA,"Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,189563709,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:d1798e41-dc80-47fc-97b3-9774e044adfe","axhiGJQ8JzwkTYcgDTroJu","d1798e41-dc80-47fc-97b3-9774e044adfe","submitted_via_web",2022-10-03 15:34:05,NA,NA,NA,NA,NA,NA,"a924a5b1-22e5-4e24-9909-f3b4cbd30609","uuid:a924a5b1-22e5-4e24-9909-f3b4cbd30609",NA,NA,"image-16_42_17.jpg","image-16_42_28.jpg","image-16_42_48.jpg",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"15:25:00.000+02:00","15:34:00.000+02:00","Yes",NA,NA,"Samedi as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,189663249,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:f3a5d07a-1274-49ca-a3f5-37b3df63af71","axhiGJQ8JzwkTYcgDTroJu","f3a5d07a-1274-49ca-a3f5-37b3df63af71","submitted_via_web",2022-10-04 06:04:58,NA,"16648035379645430137286968127121-15_25_54.jpg","1664803565569408963486355404226-15_26_21.jpg","16648035868578318027089034276469-15_26_43.jpg",NA,"16648040127404967510127614641557-15_33_48.jpg","aa4cf948-96a1-429c-9af3-e7ea8b2a6f02","uuid:aa4cf948-96a1-429c-9af3-e7ea8b2a6f02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"15:37:00.000+02:00","03:45:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,189663315,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:565aac1f-762b-4112-8cb4-bd5fd3416325","axhiGJQ8JzwkTYcgDTroJu","565aac1f-762b-4112-8cb4-bd5fd3416325","submitted_via_web",2022-10-04 06:05:23,NA,"16648045305933463369456879705124-15_42_21.jpg","16648045501862148494576601948658-15_42_42.jpg","16648045662445393506073918246790-15_42_56.jpg",NA,NA,"8172f516-384f-43d6-83bb-2b8c704d2365","uuid:8172f516-384f-43d6-83bb-2b8c704d2365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"15:49:00.000+02:00","15:57:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,189663334,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:994824df-b232-4d4c-99b2-a26c7f628ec8","axhiGJQ8JzwkTYcgDTroJu","994824df-b232-4d4c-99b2-a26c7f628ec8","submitted_via_web",2022-10-04 06:05:40,NA,"16648051825732675692857660731096-15_53_13.jpg","16648051989975633059680753171004-15_53_31.jpg","16648052169955042904177957669102-15_53_47.jpg",NA,NA,"65f9835c-bc82-48d2-af50-84617a7b415c","uuid:65f9835c-bc82-48d2-af50-84617a7b415c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"16:00:00.000+02:00","16:13:00.000+02:00","Yes",NA,NA,"Same as 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,189663359,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:8375fac3-9ac9-4534-aebf-5fb9c64b9bb2","axhiGJQ8JzwkTYcgDTroJu","8375fac3-9ac9-4534-aebf-5fb9c64b9bb2","submitted_via_web",2022-10-04 06:05:56,NA,"16648057206048526411059442253246-16_2_13.jpg","16648057440976304658792469028489-16_2_35.jpg","16648057619484925205140719521578-16_2_52.jpg",NA,NA,"096179d7-2c0f-4fc3-86c0-819b368d417c","uuid:096179d7-2c0f-4fc3-86c0-819b368d417c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","329","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-03,"0","0",NA,"16:11:00.000+02:00","16:17:00.000+02:00","Yes",NA,NA,"Same que 28","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,189663391,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:f4b393e7-01c2-4290-ae78-e0a8153b54f3","axhiGJQ8JzwkTYcgDTroJu","f4b393e7-01c2-4290-ae78-e0a8153b54f3","submitted_via_web",2022-10-04 06:06:13,NA,"1664806447885707990832399900264-16_14_23.jpg","16648064698861300560548096341255-16_14_40.jpg","16648064858918201399095088672657-16_14_59.jpg",NA,NA,"89393119-d6a4-455b-ba5b-aef5d277e90b","uuid:89393119-d6a4-455b-ba5b-aef5d277e90b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1","279","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"13:12:00.000+02:00","13:21:00.000+02:00","Yes",NA,NA,"2m entre plantes x 5M entre lignes","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,189725199,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:113421d6-d060-44db-9012-77a1d8cfe3fa","axhiGJQ8JzwkTYcgDTroJu","113421d6-d060-44db-9012-77a1d8cfe3fa","submitted_via_web",2022-10-04 11:22:02,NA,"image-13_16_52.jpg","image-13_17_4.jpg","image-13_17_19.jpg",NA,"image-13_20_58.jpg","8974cb59-294e-45c1-a450-30907bbf99e9","uuid:8974cb59-294e-45c1-a450-30907bbf99e9",NA,NA,NA,NA,NA,"Have no big trees in this plot",NA,NA,NA,NA,NA,NA,NA,NA
"16","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"09:46:00.000+02:00","09:57:00.000+02:00","Yes",NA,NA,"2m entre plantes x 5m entre lignes","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,190955924,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:88699c8a-6eb3-4017-a385-4412807b1c03","axhiGJQ8JzwkTYcgDTroJu","88699c8a-6eb3-4017-a385-4412807b1c03","submitted_via_web",2022-10-10 07:17:24,NA,"16648697342786840663184419084814-9_49_3.jpg","1664869748276295425569454516936-9_49_17.jpg","16648697662607880995348382543962-9_49_34.jpg",NA,"16648702103282713159540018104506-9_56_58.jpg","49885a6f-c00f-4619-9731-5fad142158bc","uuid:49885a6f-c00f-4619-9731-5fad142158bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"09:59:00.000+02:00","10:08:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,190955945,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:9a81201c-74e2-4b74-850b-68ee702a482b","axhiGJQ8JzwkTYcgDTroJu","9a81201c-74e2-4b74-850b-68ee702a482b","submitted_via_web",2022-10-10 07:17:32,NA,"1664870564776801526103915047819-10_3_20.jpg","16648706051886493996279308788505-10_3_37.jpg","1664870625993512403936984863994-10_3_54.jpg",NA,NA,"6ba25c82-dc12-46b9-915e-2e04532cb870","uuid:6ba25c82-dc12-46b9-915e-2e04532cb870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:12:00.000+02:00","10:22:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,190955967,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:0c7a1592-bc47-4657-abfc-1aa6af43865f","axhiGJQ8JzwkTYcgDTroJu","0c7a1592-bc47-4657-abfc-1aa6af43865f","submitted_via_web",2022-10-10 07:17:39,NA,"16648714986308622822970383059516-10_18_30.jpg","16648715148518493419643417801167-10_18_43.jpg","1664871528218413567737568220454-10_19_0.jpg",NA,NA,"c6447acb-501c-4743-89e3-09d8a613c0d2","uuid:c6447acb-501c-4743-89e3-09d8a613c0d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:25:00.000+02:00","10:32:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,23,190955982,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:63cee18d-d4a0-4985-aa7e-987cf5362a69","axhiGJQ8JzwkTYcgDTroJu","63cee18d-d4a0-4985-aa7e-987cf5362a69","submitted_via_web",2022-10-10 07:17:47,NA,"16648720939073826480958152514706-10_28_23.jpg","16648721079712158749413085350986-10_28_35.jpg","16648721196277979319479653985829-10_28_49.jpg",NA,"16648722076984977333892510230663-10_30_24.jpg","90302a05-9ee6-4647-8e1f-8873c3f3d34d","uuid:90302a05-9ee6-4647-8e1f-8873c3f3d34d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:36:00.000+02:00","10:44:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,190956010,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:67adb765-7586-4b61-9245-61b6f40da17b","axhiGJQ8JzwkTYcgDTroJu","67adb765-7586-4b61-9245-61b6f40da17b","submitted_via_web",2022-10-10 07:17:58,NA,"166487277508034582697569257339-10_39_49.jpg","16648727978781787418988371280003-10_40_7.jpg","16648728173234077410828243268916-10_40_24.jpg",NA,NA,"71525183-c289-4b7d-98ca-6a5de7e8a92d","uuid:71525183-c289-4b7d-98ca-6a5de7e8a92d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:44:00.000+02:00","10:54:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,190956049,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:d7d8d41d-5cea-44ba-955e-b252207cf269","axhiGJQ8JzwkTYcgDTroJu","d7d8d41d-5cea-44ba-955e-b252207cf269","submitted_via_web",2022-10-10 07:18:08,NA,"16648734775252620227895615699294-10_51_29.jpg","16648734937011130135830112065499-10_51_41.jpg","1664873506778397683251912664772-10_51_54.jpg",NA,NA,"c1a050bc-52d0-4ffd-b970-1c1986ffb28a","uuid:c1a050bc-52d0-4ffd-b970-1c1986ffb28a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"10:57:00.000+02:00","11:02:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,190956064,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:0399ef4d-0b8a-4912-a024-0d777632625d","axhiGJQ8JzwkTYcgDTroJu","0399ef4d-0b8a-4912-a024-0d777632625d","submitted_via_web",2022-10-10 07:18:16,NA,"16648740396637704784772957750986-11_0_47.jpg","16648740537093315029291220333280-11_1_3.jpg","16648740697641614984746678237106-11_1_16.jpg",NA,NA,"d88675d8-5831-435f-a54d-59dc9b691113","uuid:d88675d8-5831-435f-a54d-59dc9b691113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"11:04:00.000+02:00","11:15:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,190956088,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:7249a462-e8c8-4480-a863-16075807e6db","axhiGJQ8JzwkTYcgDTroJu","7249a462-e8c8-4480-a863-16075807e6db","submitted_via_web",2022-10-10 07:18:25,NA,"16648746275491857287561533327372-11_10_35.jpg","16648746446852906743087971190778-11_10_54.jpg","16648746589483125374049195322166-11_11_8.jpg",NA,"1664874794258256719348391066714-11_13_31.jpg","e2e08cdc-b92c-43eb-808c-d55427559827","uuid:e2e08cdc-b92c-43eb-808c-d55427559827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","334","Restoration","Restoration","France","Reforest Action","Permanent","30x30",NA,"Y0",2022-10-04,"0","0",NA,"11:16:00.000+02:00","11:26:00.000+02:00","Yes",NA,NA,"Same as 16","Lambert",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,190956140,"5fd2c309dc8446ada30a1db9fd875804","v9BsMU5gh9p2Gqx9STGsqQ","uuid:45044ea2-697b-495a-b7fb-05eda2471dcf","axhiGJQ8JzwkTYcgDTroJu","45044ea2-697b-495a-b7fb-05eda2471dcf","submitted_via_web",2022-10-10 07:18:40,NA,"16648752660327445399237136158150-11_21_16.jpg","16648752810972394540666119833693-11_21_29.jpg","16648752996065666981804120409945-11_21_49.jpg",NA,"16648755572861448282551942857926-11_26_11.jpg","821ecad6-f17b-4d1a-955e-240353cceb0d","uuid:821ecad6-f17b-4d1a-955e-240353cceb0d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
