"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Dysoxylum cumingianum","Present",3,">10cm","211","Control 01","Philippines","CI Philippines","Control","Control","30x30",26,46,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Neonauclea formicaria","Present",8,">10cm","211","Control 01","Philippines","CI Philippines","Control","Control","30x30",27,46,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Kokoona ochracea","Present",1,">10cm","211","Control 01","Philippines","CI Philippines","Control","Control","30x30",28,46,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Dipterocarpus grandiflorus","Present",3,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",29,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Sapium luzonicum","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",30,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Calophyllum blancoi Pl. & Tr.","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",31,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Myristica philippinensis","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",32,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Terminalia calamansanai","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",33,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Toona calantas","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",34,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Goniocheton arborescens","Present",2,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",35,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Tritaxis malayana","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",36,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Mitrephora lanotan","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",37,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Syzygium antisepticum","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",38,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Pometia pinnata","Present",4,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",39,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Atuna racemosa","Present",4,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",40,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Beilschmedia glomerata","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",41,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Nephelium rambutan","Present",1,">10cm","211","Plot No. 03","Philippines","CI Philippines","Control","Control","30x30",42,47,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Pangium edule","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",43,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Dehaasia triandra","Present",3,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",44,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Swintonia foxworthyi","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",45,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Artocarpus anisophyllus Miq.","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",46,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Sapium luzonicum","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",47,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Neonauclea formicaria","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",48,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Syzygium nervosum","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",49,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Beilschmedia glomerata","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",50,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Alangium javanicum","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",51,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Terminalia nitens C.Presl","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",52,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Pometia pinnata","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",53,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Dimorphocalyx luzoniensis","Present",1,">10cm","211","Plot No.05","Philippines","CI Philippines","Control","Control","30x30",54,49,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Butea monosperma","naturally_regenerating",2,">10cm","273B1P1","273B1P1","India","Grow Trees","Restoration","Restoration","30x30",55,53,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 6 ft by 6 ft spacing","Y0"
"Azadirachta indica","Present",2,">10cm","Rr","T5","India","Grow Trees","Restoration","Restoration","30x30",56,54,"main","Normal_30x30_2","Permanent","0","0","1.5x1.5m","Y0"
"Acacia auriculiformis","planted",2,"<10cm planted","Rr","T5","India","Grow Trees","Restoration","Restoration","30x30",57,55,"main","Normal_30x30_2","Randomized","0","0","1.5x1.5m","Y0"
"Azadirachta indica","planted",1,"<10cm planted","Rr","T5","India","Grow Trees","Restoration","Restoration","30x30",58,55,"main","Normal_30x30_2","Randomized","0","0","1.5x1.5m","Y0"
"Acacia auriculiformis","Present",22,">10cm","Rr","Rr","India","Grow Trees","Control","Control","30x30",59,56,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Azadirachta indica","Present",3,">10cm","Rr","Rr","India","Grow Trees","Control","Control","30x30",60,56,"main","Normal_30x30_2",NA,"0","0",NA,"Y0"
"Litsea glutinosa","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",61,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Bauhinia variegata L.","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",62,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Artocarpus blancoi  (Elmer) Merr.","Present",2,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",63,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Buchanania arborescens (Blume)","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",64,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Buchanania nitida","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",65,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Alstonia scholaris (L.)","Present",2,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",66,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Artocarpus anisophyllus Miq.","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",67,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Tristaniopsis decorticata (Merr.)","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",68,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Acacia mangium","Present",2,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",69,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Artocapus heteropyllus","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",70,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Alangium javanicum","Present",6,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",71,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Sandoricum vidalii Merr.","Present",1,">10cm","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","30x30",72,58,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Eucalyptus","don_t_know",1,">10cm","1758","ATKC001","Madagascar","CI Madagascar","Control","Control","30x30",73,59,"main","Normal_30x30_2",NA,"0","2",NA,"Y0"
"Eucalyptus","Present",5,">10cm","1758","ATKC002","Madagascar","CI Madagascar","Control","Control","30x30",74,60,"main","Normal_30x30_2",NA,"0","2",NA,"Y0"
"Pas d'arbres inventoriées : Plus de 10cm(DBH)",NA,NA,NA,"1760","ATKC004","Madagascar","CI Madagascar","Control","Control","30x30",75,61,"main","Normal_30x30_2",NA,"0","2",NA,"Y0"
"Pas d'arbres plus de 10cm (DBH)",NA,NA,NA,"1759","ATKC003","Madagascar","CI Madagascar","Control","Control","30x30",76,62,"main","Normal_30x30_2",NA,"0","2",NA,"Y0"
"pas d'espece",NA,NA,NA,"1761","ATKC005","Madagascar","CI Madagascar","Control","Control","30x30",77,63,"main","Normal_30x30_2",NA,"0","2",NA,"Y0"
"Inga vera","Present",4,">10cm","878","878-1","Mexico","Café Capitan","Restoration","Restoration","30x30",78,64,"main","Normal_30x30_2","Permanent","0","0","Esta plantado a una distancia de 2*2","Y0"
"Inga edulis","Present",3,">10cm","878","878-1","Mexico","Café Capitan","Restoration","Restoration","30x30",79,64,"main","Normal_30x30_2","Permanent","0","0","Esta plantado a una distancia de 2*2","Y0"
"Ternstroemia sylvstica","Present",1,">10cm","878","878-1","Mexico","Café Capitan","Restoration","Restoration","30x30",80,64,"main","Normal_30x30_2","Permanent","0","0","Esta plantado a una distancia de 2*2","Y0"
"Inga vera","Present",4,">10cm","878","878-2","Mexico","Café Capitan","Restoration","Restoration","30x30",81,65,"main","Normal_30x30_2","Permanent","0","0","3x4","Y0"
"Inga edulis","Present",1,">10cm","878","878-2","Mexico","Café Capitan","Restoration","Restoration","30x30",82,65,"main","Normal_30x30_2","Permanent","0","0","3x4","Y0"
"Vernonia patens","Present",5,">10cm","878","878-2","Mexico","Café Capitan","Restoration","Restoration","30x30",83,65,"main","Normal_30x30_2","Permanent","0","0","3x4","Y0"
"Vernonia patens","Present",8,">10cm","878","878-3","Mexico","Café Capitan","Restoration","Restoration","30x30",84,66,"main","Normal_30x30_2","Permanent","0","0","3x4","Y0"
"Inga vera","Present",2,">10cm","878","878-3","Mexico","Café Capitan","Restoration","Restoration","30x30",85,66,"main","Normal_30x30_2","Permanent","0","0","3x4","Y0"
"Artocarpus anisophyllus Miq.","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",86,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Terminalia calamansanai","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",87,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Intsia bijuga","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",88,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Alstonia scholaris (L.)","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",89,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Mitrephora lanotan","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",90,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Dipterocarpus grandiflorus","Present",1,">10cm","211","Plot No. 003","Philippines","CI Philippines","Restoration","Restoration","30x30",91,67,"main","Normal_30x30_2","Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Cedrela odorata","Present",4,">10cm","295","295-1","Mexico","FONCET","Restoration","Restoration","30x30",92,68,"main","Normal_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Bursera simaruba","Present",8,">10cm","295","295-1","Mexico","FONCET","Restoration","Restoration","30x30",93,68,"main","Normal_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Bursera copallifera","Present",1,">10cm","295","295-1","Mexico","FONCET","Restoration","Restoration","30x30",94,68,"main","Normal_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Cochlospermum vitifolium","Present",1,">10cm","295","295-1","Mexico","FONCET","Restoration","Restoration","30x30",95,68,"main","Normal_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Heamatoxylum campechianum","Present",1,">10cm","295","295-1","Mexico","FONCET","Restoration","Restoration","30x30",96,68,"main","Normal_30x30_2","Permanent","0","0","3 m por 3m","Y0"
"Enterolobium cuclocarpum","Present",1,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",97,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Ulmus mexicana","Present",1,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",98,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Quercus rugosa nee","Present",3,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",99,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Conostegia xalaprnsis","Present",2,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",100,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Presea cuerulea","Present",1,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",101,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Bursera simaruba","Present",2,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",102,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Leucaena leucocephala","Present",1,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",103,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"
Chysophyllum cainito","Present",1,">10cm","295","295_2","Mexico","FONCET","Restoration","Restoration","30x30",104,69,"main","Normal_30x30_2","Permanent","0","0","3 m por 3 m","Y0"
"Quercus rugosa nee","Present",11,">10cm","295","295-3","Mexico","FONCET","Restoration","Restoration","30x30",105,70,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Pinus oocarpa","Present",2,">10cm","295","295-3","Mexico","FONCET","Restoration","Restoration","30x30",106,70,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",2,">10cm","295","295-3","Mexico","FONCET","Restoration","Restoration","30x30",107,70,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugosa nee","Present",22,">10cm","295","295-4","Mexico","FONCET","Restoration","Restoration","30x30",108,71,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Pinus oocarpa","Present",2,">10cm","295","295-4","Mexico","FONCET","Restoration","Restoration","30x30",109,71,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",1,">10cm","295","295-4","Mexico","FONCET","Restoration","Restoration","30x30",110,71,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugoza nee","Present",14,">10cm","295","295-5","Mexico","FONCET","Restoration","Restoration","30x30",111,72,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Pinus oocarpa","Present",1,">10cm","295","295-5","Mexico","FONCET","Restoration","Restoration","30x30",112,72,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",2,">10cm","295","295-5","Mexico","FONCET","Restoration","Restoration","30x30",113,72,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",3,">10cm","295","295-5","Mexico","FONCET","Restoration","Restoration","30x30",114,72,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera simaruba","Present",6,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",115,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Dalbergia calderonii","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",116,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Heamatoxylum campechianum","Present",15,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",117,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Platymisciun dimhorphan","Present",3,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",118,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Sapindus saponaria","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",119,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Enterolabium cyclocarpum","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",120,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cochlospermum vitifolium","Present",7,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",121,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Psidium sartorianum","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",122,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Gliricidia sepium","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",123,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Trichilia trifolia","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",124,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cedrela odorata","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",125,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Heamatoxylum campechianum","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",126,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",127,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Conostegia xalapensis","Present",5,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",128,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Crescentia cujete","Present",1,">10cm","295","295-20","Mexico","FONCET","Restoration","Restoration","30x30",129,73,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugoza nee","Present",12,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",130,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Acacia caven","Present",6,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",131,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Guazuma ulmifolia","Present",3,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",132,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Brysonima crassifolia","Present",3,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",133,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cochlospermum vitifolium","Present",2,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",134,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera copallifera","Present",3,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",135,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Heamatoxylum campechianum","Present",1,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",136,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Erythrina coralloides","Present",1,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",137,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Diphysa americana","Present",1,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",138,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Chrysophyllum cainito","Present",3,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",139,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera simaruba","Present",1,">10cm","295","295-22","Mexico","FONCET","Restoration","Restoration","30x30",140,74,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Quercus rugosa nee","Present",2,">10cm","295","295-26","Mexico","FONCET","Restoration","Restoration","30x30",141,75,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Cedrela odorata","Present",3,">10cm","295","295-26","Mexico","FONCET","Restoration","Restoration","30x30",142,75,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Enterolobium cyclocarpum","Present",3,">10cm","295","295-26","Mexico","FONCET","Restoration","Restoration","30x30",143,75,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Bursera simaruba","Present",4,">10cm","295","295-26","Mexico","FONCET","Restoration","Restoration","30x30",144,75,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
"Heamatoxylum campechianum","Present",1,">10cm","295","295-26","Mexico","FONCET","Restoration","Restoration","30x30",145,75,"main","Normal_30x30_2","Permanent","0","0","3 por 3 metros","Y0"
