"project_id","project_name","project_country","organization_name","site_id","site_name","site_description","site_history","planting_pattern","soil_condition","restoration_methods","submission_date_of_report","due_date","trees_planted_goal","hecatres_restored_goal","target_survival_rate_of_planted_trees","target_crown_cover_by_year_5","target_survival_rate_of_direct_seeding","expected_total_trees_per_hectares_for_natural_regen","expected_hectares_for_natural_regen","species_to_be_planted","report_author","techncial_narrative","workdays_generated_paid","workdays_generated_unpaid","number_of_planted","seed_species","number_of_seeds_planted_by_weight_and_seed_mix","photos","additional_documents","row_id","seed_species_names","seed_species_count","original_seed_names","new_seed_name"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia melanoxylon","154","Acacia melanoxylon","Acacia melanoxylon"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia buxifolia","154","Acacia buxifolia","Acacia buxifolia"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia implexa","154","Acacia implexa","Acacia implexa"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia mearnsii","154","Acacia mearnsii","Acacia mearnsii"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia rubida","154","Acacia rubida","Acacia rubida"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Acacia verniciflua","154","Acacia verniciflua","Acacia verniciflua"
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Dodonaea viscosa angustissima","154","Dodonaea viscosa subsp angustissima",NA
5,"Greening Australia PPC Project","AU","Greening Australia",20,"Shannon/Talmo","Shannon/Talmo","","","","","2022-06-01 15:42:14","2022-06-03 12:00:00",NA,NA,75,25,100,NA,NA,"|||","Claire Shapiro","",NA,NA,0,"144:Eucalyptus polyanthemos|144:Eucalyptus macrorhyncha|144:Eucalyptus blakleyi|144:Eucalyptus melliodora|144:Eucalyptus dives|155:Acacia dealbata|154:Acacia melanoxylon|154:Acacia buxifolia|154:Acacia implexa|154:Acacia mearnsii|154:Acacia rubida|154:Acacia verniciflua|154:Dodonaea viscosa subsp angustissima|154:Dodonaea viscosa subsp spatulata",2107,"","",6,"Dodonaea viscosa spatulata","154","Dodonaea viscosa subsp spatulata",NA
5,"Greening Australia PPC Project","AU","Greening Australia",8,"Tannous/Brayton Road","CI_Mastercard_Tannous","","","","Plantations|Seed Dispersal / Direct Seeding","2022-06-02 10:43:53","2021-11-05 12:00:00",NA,NA,NA,60,100,NA,NA,"","Claire Shapiro","Data is for October 2021",NA,NA,0,"143:Acacia buxifolia|214:Acacia decurrens|143:Acacia falciformis|214:Acacia parramattensis|143:Acacia terminalis|143:Daviesia leptophylla|114:Eucalyptus blakleyi|57:Eucalyptus bridgesiana|80:Eucalyptus cinerea|80:Eucalyptus dives|11:Eucalyptus globoidea|91:Eucalyptus macrorhyncha|114:Eucalyptus mannifera|227:Eucalyptus melliodora|114:Eucalyptus punctata|114:Eucalyptus amplifolia",2002,"","",8,"Acacia buxifolia","143","Acacia buxifolia","Acacia buxifolia"
5,"Greening Australia PPC Project","AU","Greening Australia",8,"Tannous/Brayton Road","CI_Mastercard_Tannous","","","","Plantations|Seed Dispersal / Direct Seeding","2022-06-02 10:43:53","2021-11-05 12:00:00",NA,NA,NA,60,100,NA,NA,"","Claire Shapiro","Data is for October 2021",NA,NA,0,"143:Acacia buxifolia|214:Acacia decurrens|143:Acacia falciformis|214:Acacia parramattensis|143:Acacia terminalis|143:Daviesia leptophylla|114:Eucalyptus blakleyi|57:Eucalyptus bridgesiana|80:Eucalyptus cinerea|80:Eucalyptus dives|11:Eucalyptus globoidea|91:Eucalyptus macrorhyncha|114:Eucalyptus mannifera|227:Eucalyptus melliodora|114:Eucalyptus punctata|114:Eucalyptus amplifolia",2002,"","",8,"Acacia decurrens","214","Acacia decurrens","Acacia decurrens"
5,"Greening Australia PPC Project","AU","Greening Australia",8,"Tannous/Brayton Road","CI_Mastercard_Tannous","","","","Plantations|Seed Dispersal / Direct Seeding","2022-06-02 10:43:53","2021-11-05 12:00:00",NA,NA,NA,60,100,NA,NA,"","Claire Shapiro","Data is for October 2021",NA,NA,0,"143:Acacia buxifolia|214:Acacia decurrens|143:Acacia falciformis|214:Acacia parramattensis|143:Acacia terminalis|143:Daviesia leptophylla|114:Eucalyptus blakleyi|57:Eucalyptus bridgesiana|80:Eucalyptus cinerea|80:Eucalyptus dives|11:Eucalyptus globoidea|91:Eucalyptus macrorhyncha|114:Eucalyptus mannifera|227:Eucalyptus melliodora|114:Eucalyptus punctata|114:Eucalyptus amplifolia",2002,"","",8,"Acacia falciformis","143","Acacia falciformis","Acacia falciformis"
5,"Greening Australia PPC Project","AU","Greening Australia",8,"Tannous/Brayton Road","CI_Mastercard_Tannous","","","","Plantations|Seed Dispersal / Direct Seeding","2022-06-02 10:43:53","2021-11-05 12:00:00",NA,NA,NA,60,100,NA,NA,"","Claire Shapiro","Data is for October 2021",NA,NA,0,"143:Acacia buxifolia|214:Acacia decurrens|143:Acacia falciformis|214:Acacia parramattensis|143:Acacia terminalis|143:Daviesia leptophylla|114:Eucalyptus blakleyi|57:Eucalyptus bridgesiana|80:Eucalyptus cinerea|80:Eucalyptus dives|11:Eucalyptus globoidea|91:Eucalyptus macrorhyncha|114:Eucalyptus mannifera|227:Eucalyptus melliodora|114:Eucalyptus punctata|114:Eucalyptus amplifolia",2002,"","",8,"Acacia parramattensis","214","Acacia parramattensis","Acacia parramattensis"
